"country","province","date","cases","deaths","recovered"
"1171","New Zealand","cook islands",2020-02-04,0,0,0
"1260","New Zealand","cook islands",2020-02-05,0,0,0
"1349","New Zealand","cook islands",2020-02-06,0,0,0
"1438","New Zealand","cook islands",2020-02-07,0,0,0
"1527","New Zealand","cook islands",2020-02-08,0,0,0
"1616","New Zealand","cook islands",2020-02-09,0,0,0
"1705","New Zealand","cook islands",2020-02-10,0,0,0
"1794","New Zealand","cook islands",2020-02-11,0,0,0
"1883","New Zealand","cook islands",2020-02-12,0,0,0
"1972","New Zealand","cook islands",2020-02-13,0,0,0
"2061","New Zealand","cook islands",2020-02-14,0,0,0
"2150","New Zealand","cook islands",2020-02-15,0,0,0
"2239","New Zealand","cook islands",2020-02-16,0,0,0
"2328","New Zealand","cook islands",2020-02-17,0,0,0
"2417","New Zealand","cook islands",2020-02-18,0,0,0
"2506","New Zealand","cook islands",2020-02-19,0,0,0
"2595","New Zealand","cook islands",2020-02-20,0,0,0
"2684","New Zealand","cook islands",2020-02-21,0,0,0
"2773","New Zealand","cook islands",2020-02-22,0,0,0
"2862","New Zealand","cook islands",2020-02-23,0,0,0
"2951","New Zealand","cook islands",2020-02-24,0,0,0
"3040","New Zealand","cook islands",2020-02-25,0,0,0
"3129","New Zealand","cook islands",2020-02-26,0,0,0
"3218","New Zealand","cook islands",2020-02-27,0,0,0
"3307","New Zealand","cook islands",2020-02-28,0,0,0
"3396","New Zealand","cook islands",2020-02-29,0,0,0
"3485","New Zealand","cook islands",2020-03-01,0,0,0
"3574","New Zealand","cook islands",2020-03-02,0,0,0
"3663","New Zealand","cook islands",2020-03-03,0,0,0
"3752","New Zealand","cook islands",2020-03-04,0,0,0
"3841","New Zealand","cook islands",2020-03-05,0,0,0
"3930","New Zealand","cook islands",2020-03-06,0,0,0
"4019","New Zealand","cook islands",2020-03-07,0,0,0
"4108","New Zealand","cook islands",2020-03-08,0,0,0
"4197","New Zealand","cook islands",2020-03-09,0,0,0
"4286","New Zealand","cook islands",2020-03-10,0,0,0
"4375","New Zealand","cook islands",2020-03-11,0,0,0
"4464","New Zealand","cook islands",2020-03-12,0,0,0
"4553","New Zealand","cook islands",2020-03-13,0,0,0
"4642","New Zealand","cook islands",2020-03-14,0,0,0
"4731","New Zealand","cook islands",2020-03-15,0,0,0
"4820","New Zealand","cook islands",2020-03-16,0,0,0
"4909","New Zealand","cook islands",2020-03-17,0,0,0
"4998","New Zealand","cook islands",2020-03-18,0,0,0
"5087","New Zealand","cook islands",2020-03-19,0,0,0
"5176","New Zealand","cook islands",2020-03-20,0,0,0
"5265","New Zealand","cook islands",2020-03-21,0,0,0
"5354","New Zealand","cook islands",2020-03-22,0,0,0
"5443","New Zealand","cook islands",2020-03-23,0,0,0
"5532","New Zealand","cook islands",2020-03-24,0,0,0
"5621","New Zealand","cook islands",2020-03-25,0,0,0
"5710","New Zealand","cook islands",2020-03-26,0,0,0
"5799","New Zealand","cook islands",2020-03-27,0,0,0
"5888","New Zealand","cook islands",2020-03-28,0,0,0
"5977","New Zealand","cook islands",2020-03-29,0,0,0
"6066","New Zealand","cook islands",2020-03-30,0,0,0
"6155","New Zealand","cook islands",2020-03-31,0,0,0
"6244","New Zealand","cook islands",2020-04-01,0,0,0
"6333","New Zealand","cook islands",2020-04-02,0,0,0
"6422","New Zealand","cook islands",2020-04-03,0,0,0
"6511","New Zealand","cook islands",2020-04-04,0,0,0
"6600","New Zealand","cook islands",2020-04-05,0,0,0
"6689","New Zealand","cook islands",2020-04-06,0,0,0
"6778","New Zealand","cook islands",2020-04-07,0,0,0
"6867","New Zealand","cook islands",2020-04-08,0,0,0
"6956","New Zealand","cook islands",2020-04-09,0,0,0
"7045","New Zealand","cook islands",2020-04-10,0,0,0
"7134","New Zealand","cook islands",2020-04-11,0,0,0
"7223","New Zealand","cook islands",2020-04-12,0,0,0
"7312","New Zealand","cook islands",2020-04-13,0,0,0
"7401","New Zealand","cook islands",2020-04-14,0,0,0
"7490","New Zealand","cook islands",2020-04-15,0,0,0
"7579","New Zealand","cook islands",2020-04-16,0,0,0
"7668","New Zealand","cook islands",2020-04-17,0,0,0
"7757","New Zealand","cook islands",2020-04-18,0,0,0
"7846","New Zealand","cook islands",2020-04-19,0,0,0
"7935","New Zealand","cook islands",2020-04-20,0,0,0
"8024","New Zealand","cook islands",2020-04-21,0,0,0
"8113","New Zealand","cook islands",2020-04-22,0,0,0
"8202","New Zealand","cook islands",2020-04-23,0,0,0
"8291","New Zealand","cook islands",2020-04-24,0,0,0
"8380","New Zealand","cook islands",2020-04-25,0,0,0
"8469","New Zealand","cook islands",2020-04-26,0,0,0
"8558","New Zealand","cook islands",2020-04-27,0,0,0
"8647","New Zealand","cook islands",2020-04-28,0,0,0
"8736","New Zealand","cook islands",2020-04-29,0,0,0
"8825","New Zealand","cook islands",2020-04-30,0,0,0
"8914","New Zealand","cook islands",2020-05-01,0,0,0
"9003","New Zealand","cook islands",2020-05-02,0,0,0
"9092","New Zealand","cook islands",2020-05-03,0,0,0
"9181","New Zealand","cook islands",2020-05-04,0,0,0
"9270","New Zealand","cook islands",2020-05-05,0,0,0
"9359","New Zealand","cook islands",2020-05-06,0,0,0
"9448","New Zealand","cook islands",2020-05-07,0,0,0
"9537","New Zealand","cook islands",2020-05-08,0,0,0
"9626","New Zealand","cook islands",2020-05-09,0,0,0
"9715","New Zealand","cook islands",2020-05-10,0,0,0
"9804","New Zealand","cook islands",2020-05-11,0,0,0
"9893","New Zealand","cook islands",2020-05-12,0,0,0
"9982","New Zealand","cook islands",2020-05-13,0,0,0
"10071","New Zealand","cook islands",2020-05-14,0,0,0
"10160","New Zealand","cook islands",2020-05-15,0,0,0
"10249","New Zealand","cook islands",2020-05-16,0,0,0
"10338","New Zealand","cook islands",2020-05-17,0,0,0
"10427","New Zealand","cook islands",2020-05-18,0,0,0
"10516","New Zealand","cook islands",2020-05-19,0,0,0
"10605","New Zealand","cook islands",2020-05-20,0,0,0
"10694","New Zealand","cook islands",2020-05-21,0,0,0
"10783","New Zealand","cook islands",2020-05-22,0,0,0
"10872","New Zealand","cook islands",2020-05-23,0,0,0
"10961","New Zealand","cook islands",2020-05-24,0,0,0
"11050","New Zealand","cook islands",2020-05-25,0,0,0
"11139","New Zealand","cook islands",2020-05-26,0,0,0
"11228","New Zealand","cook islands",2020-05-27,0,0,0
"11317","New Zealand","cook islands",2020-05-28,0,0,0
"11406","New Zealand","cook islands",2020-05-29,0,0,0
"11495","New Zealand","cook islands",2020-05-30,0,0,0
"11584","New Zealand","cook islands",2020-05-31,0,0,0
"11673","New Zealand","cook islands",2020-06-01,0,0,0
"11762","New Zealand","cook islands",2020-06-02,0,0,0
"11851","New Zealand","cook islands",2020-06-03,0,0,0
"11940","New Zealand","cook islands",2020-06-04,0,0,0
"12029","New Zealand","cook islands",2020-06-05,0,0,0
"12118","New Zealand","cook islands",2020-06-06,0,0,0
"12207","New Zealand","cook islands",2020-06-07,0,0,0
"12296","New Zealand","cook islands",2020-06-08,0,0,0
"12385","New Zealand","cook islands",2020-06-09,0,0,0
"12474","New Zealand","cook islands",2020-06-10,0,0,0
"12563","New Zealand","cook islands",2020-06-11,0,0,0
"12652","New Zealand","cook islands",2020-06-12,0,0,0
"12741","New Zealand","cook islands",2020-06-13,0,0,0
"12830","New Zealand","cook islands",2020-06-14,0,0,0
"12919","New Zealand","cook islands",2020-06-15,0,0,0
"13008","New Zealand","cook islands",2020-06-16,0,0,0
"13097","New Zealand","cook islands",2020-06-17,0,0,0
"13186","New Zealand","cook islands",2020-06-18,0,0,0
"13275","New Zealand","cook islands",2020-06-19,0,0,0
"13364","New Zealand","cook islands",2020-06-20,0,0,0
"13453","New Zealand","cook islands",2020-06-21,0,0,0
"13542","New Zealand","cook islands",2020-06-22,0,0,0
"13631","New Zealand","cook islands",2020-06-23,0,0,0
"13720","New Zealand","cook islands",2020-06-24,0,0,0
"13809","New Zealand","cook islands",2020-06-25,0,0,0
"13898","New Zealand","cook islands",2020-06-26,0,0,0
"13987","New Zealand","cook islands",2020-06-27,0,0,0
"14076","New Zealand","cook islands",2020-06-28,0,0,0
"14165","New Zealand","cook islands",2020-06-29,0,0,0
"14254","New Zealand","cook islands",2020-06-30,0,0,0
"14343","New Zealand","cook islands",2020-07-01,0,0,0
"14432","New Zealand","cook islands",2020-07-02,0,0,0
"14521","New Zealand","cook islands",2020-07-03,0,0,0
"14610","New Zealand","cook islands",2020-07-04,0,0,0
"14699","New Zealand","cook islands",2020-07-05,0,0,0
"14788","New Zealand","cook islands",2020-07-06,0,0,0
"14877","New Zealand","cook islands",2020-07-07,0,0,0
"14966","New Zealand","cook islands",2020-07-08,0,0,0
"15055","New Zealand","cook islands",2020-07-09,0,0,0
"15144","New Zealand","cook islands",2020-07-10,0,0,0
"15233","New Zealand","cook islands",2020-07-11,0,0,0
"15322","New Zealand","cook islands",2020-07-12,0,0,0
"15411","New Zealand","cook islands",2020-07-13,0,0,0
"15500","New Zealand","cook islands",2020-07-14,0,0,0
"15589","New Zealand","cook islands",2020-07-15,0,0,0
"15678","New Zealand","cook islands",2020-07-16,0,0,0
"15767","New Zealand","cook islands",2020-07-17,0,0,0
"15856","New Zealand","cook islands",2020-07-18,0,0,0
"15945","New Zealand","cook islands",2020-07-19,0,0,0
"16034","New Zealand","cook islands",2020-07-20,0,0,0
"16123","New Zealand","cook islands",2020-07-21,0,0,0
"16212","New Zealand","cook islands",2020-07-22,0,0,0
"16301","New Zealand","cook islands",2020-07-23,0,0,0
"16390","New Zealand","cook islands",2020-07-24,0,0,0
"16479","New Zealand","cook islands",2020-07-25,0,0,0
"16568","New Zealand","cook islands",2020-07-26,0,0,0
"16657","New Zealand","cook islands",2020-07-27,0,0,0
"16746","New Zealand","cook islands",2020-07-28,0,0,0
"16835","New Zealand","cook islands",2020-07-29,0,0,0
"16924","New Zealand","cook islands",2020-07-30,0,0,0
"17013","New Zealand","cook islands",2020-07-31,0,0,0
"17102","New Zealand","cook islands",2020-08-01,0,0,0
"17191","New Zealand","cook islands",2020-08-02,0,0,0
"17280","New Zealand","cook islands",2020-08-03,0,0,0
"17369","New Zealand","cook islands",2020-08-04,0,0,0
"17458","New Zealand","cook islands",2020-08-05,0,0,0
"17547","New Zealand","cook islands",2020-08-06,0,0,0
"17636","New Zealand","cook islands",2020-08-07,0,0,0
"17725","New Zealand","cook islands",2020-08-08,0,0,0
"17814","New Zealand","cook islands",2020-08-09,0,0,0
"17903","New Zealand","cook islands",2020-08-10,0,0,0
"17992","New Zealand","cook islands",2020-08-11,0,0,0
"18081","New Zealand","cook islands",2020-08-12,0,0,0
"18170","New Zealand","cook islands",2020-08-13,0,0,0
"18259","New Zealand","cook islands",2020-08-14,0,0,0
"18348","New Zealand","cook islands",2020-08-15,0,0,0
"18437","New Zealand","cook islands",2020-08-16,0,0,0
"18526","New Zealand","cook islands",2020-08-17,0,0,0
"18615","New Zealand","cook islands",2020-08-18,0,0,0
"18704","New Zealand","cook islands",2020-08-19,0,0,0
"18793","New Zealand","cook islands",2020-08-20,0,0,0
"18882","New Zealand","cook islands",2020-08-21,0,0,0
"18971","New Zealand","cook islands",2020-08-22,0,0,0
"19060","New Zealand","cook islands",2020-08-23,0,0,0
"19149","New Zealand","cook islands",2020-08-24,0,0,0
"19238","New Zealand","cook islands",2020-08-25,0,0,0
"19327","New Zealand","cook islands",2020-08-26,0,0,0
"19416","New Zealand","cook islands",2020-08-27,0,0,0
"19505","New Zealand","cook islands",2020-08-28,0,0,0
"19594","New Zealand","cook islands",2020-08-29,0,0,0
"19683","New Zealand","cook islands",2020-08-30,0,0,0
"19772","New Zealand","cook islands",2020-08-31,0,0,0
"19861","New Zealand","cook islands",2020-09-01,0,0,0
"19950","New Zealand","cook islands",2020-09-02,0,0,0
"20039","New Zealand","cook islands",2020-09-03,0,0,0
"20128","New Zealand","cook islands",2020-09-04,0,0,0
"20217","New Zealand","cook islands",2020-09-05,0,0,0
"20306","New Zealand","cook islands",2020-09-06,0,0,0
"20395","New Zealand","cook islands",2020-09-07,0,0,0
"20484","New Zealand","cook islands",2020-09-08,0,0,0
"20573","New Zealand","cook islands",2020-09-09,0,0,0
"20662","New Zealand","cook islands",2020-09-10,0,0,0
"20751","New Zealand","cook islands",2020-09-11,0,0,0
"20840","New Zealand","cook islands",2020-09-12,0,0,0
"20929","New Zealand","cook islands",2020-09-13,0,0,0
"21018","New Zealand","cook islands",2020-09-14,0,0,0
"21107","New Zealand","cook islands",2020-09-15,0,0,0
"21196","New Zealand","cook islands",2020-09-16,0,0,0
"21285","New Zealand","cook islands",2020-09-17,0,0,0
"21374","New Zealand","cook islands",2020-09-18,0,0,0
"21463","New Zealand","cook islands",2020-09-19,0,0,0
"21552","New Zealand","cook islands",2020-09-20,0,0,0
"21641","New Zealand","cook islands",2020-09-21,0,0,0
"21730","New Zealand","cook islands",2020-09-22,0,0,0
"21819","New Zealand","cook islands",2020-09-23,0,0,0
"21908","New Zealand","cook islands",2020-09-24,0,0,0
"21997","New Zealand","cook islands",2020-09-25,0,0,0
"22086","New Zealand","cook islands",2020-09-26,0,0,0
"22175","New Zealand","cook islands",2020-09-27,0,0,0
"22264","New Zealand","cook islands",2020-09-28,0,0,0
"22353","New Zealand","cook islands",2020-09-29,0,0,0
"22442","New Zealand","cook islands",2020-09-30,0,0,0
"22531","New Zealand","cook islands",2020-10-01,0,0,0
"22620","New Zealand","cook islands",2020-10-02,0,0,0
"22709","New Zealand","cook islands",2020-10-03,0,0,0
"22798","New Zealand","cook islands",2020-10-04,0,0,0
"22887","New Zealand","cook islands",2020-10-05,0,0,0
"22976","New Zealand","cook islands",2020-10-06,0,0,0
"23065","New Zealand","cook islands",2020-10-07,0,0,0
"23154","New Zealand","cook islands",2020-10-08,0,0,0
"23243","New Zealand","cook islands",2020-10-09,0,0,0
"23332","New Zealand","cook islands",2020-10-10,0,0,0
"23421","New Zealand","cook islands",2020-10-11,0,0,0
"23510","New Zealand","cook islands",2020-10-12,0,0,0
"23599","New Zealand","cook islands",2020-10-13,0,0,0
"23688","New Zealand","cook islands",2020-10-14,0,0,0
"23777","New Zealand","cook islands",2020-10-15,0,0,0
"23866","New Zealand","cook islands",2020-10-16,0,0,0
"23955","New Zealand","cook islands",2020-10-17,0,0,0
"24044","New Zealand","cook islands",2020-10-18,0,0,0
"24133","New Zealand","cook islands",2020-10-19,0,0,0
"24222","New Zealand","cook islands",2020-10-20,0,0,0
"24311","New Zealand","cook islands",2020-10-21,0,0,0
"24400","New Zealand","cook islands",2020-10-22,0,0,0
"24489","New Zealand","cook islands",2020-10-23,0,0,0
"24578","New Zealand","cook islands",2020-10-24,0,0,0
"24667","New Zealand","cook islands",2020-10-25,0,0,0
"24756","New Zealand","cook islands",2020-10-26,0,0,0
"24845","New Zealand","cook islands",2020-10-27,0,0,0
"24934","New Zealand","cook islands",2020-10-28,0,0,0
"25023","New Zealand","cook islands",2020-10-29,0,0,0
"25112","New Zealand","cook islands",2020-10-30,0,0,0
"25201","New Zealand","cook islands",2020-10-31,0,0,0
"25290","New Zealand","cook islands",2020-11-01,0,0,0
"25379","New Zealand","cook islands",2020-11-02,0,0,0
"25468","New Zealand","cook islands",2020-11-03,0,0,0
"25557","New Zealand","cook islands",2020-11-04,0,0,0
"25646","New Zealand","cook islands",2020-11-05,0,0,0
"25735","New Zealand","cook islands",2020-11-06,0,0,0
"25824","New Zealand","cook islands",2020-11-07,0,0,0
"25913","New Zealand","cook islands",2020-11-08,0,0,0
"26002","New Zealand","cook islands",2020-11-09,0,0,0
"26091","New Zealand","cook islands",2020-11-10,0,0,0
"26180","New Zealand","cook islands",2020-11-11,0,0,0
"26269","New Zealand","cook islands",2020-11-12,0,0,0
"26358","New Zealand","cook islands",2020-11-13,0,0,0
"26447","New Zealand","cook islands",2020-11-14,0,0,0
"26536","New Zealand","cook islands",2020-11-15,0,0,0
"26625","New Zealand","cook islands",2020-11-16,0,0,0
"26714","New Zealand","cook islands",2020-11-17,0,0,0
"26803","New Zealand","cook islands",2020-11-18,0,0,0
"26892","New Zealand","cook islands",2020-11-19,0,0,0
"26981","New Zealand","cook islands",2020-11-20,0,0,0
"27070","New Zealand","cook islands",2020-11-21,0,0,0
"27159","New Zealand","cook islands",2020-11-22,0,0,0
"27248","New Zealand","cook islands",2020-11-23,0,0,0
"27337","New Zealand","cook islands",2020-11-24,0,0,0
"27426","New Zealand","cook islands",2020-11-25,0,0,0
"27515","New Zealand","cook islands",2020-11-26,0,0,0
"27604","New Zealand","cook islands",2020-11-27,0,0,0
"27693","New Zealand","cook islands",2020-11-28,0,0,0
"27782","New Zealand","cook islands",2020-11-29,0,0,0
"27871","New Zealand","cook islands",2020-11-30,0,0,0
"27960","New Zealand","cook islands",2020-12-01,0,0,0
"28049","New Zealand","cook islands",2020-12-02,0,0,0
"28138","New Zealand","cook islands",2020-12-03,0,0,0
"28227","New Zealand","cook islands",2020-12-04,0,0,0
"28316","New Zealand","cook islands",2020-12-05,0,0,0
"28405","New Zealand","cook islands",2020-12-06,0,0,0
"28494","New Zealand","cook islands",2020-12-07,0,0,0
"28583","New Zealand","cook islands",2020-12-08,0,0,0
"28672","New Zealand","cook islands",2020-12-09,0,0,0
"28761","New Zealand","cook islands",2020-12-10,0,0,0
"28850","New Zealand","cook islands",2020-12-11,0,0,0
"28939","New Zealand","cook islands",2020-12-12,0,0,0
"29028","New Zealand","cook islands",2020-12-13,0,0,0
"29117","New Zealand","cook islands",2020-12-14,0,0,0
"29206","New Zealand","cook islands",2020-12-15,0,0,0
"29295","New Zealand","cook islands",2020-12-16,0,0,0
"29384","New Zealand","cook islands",2020-12-17,0,0,0
"29473","New Zealand","cook islands",2020-12-18,0,0,0
"29562","New Zealand","cook islands",2020-12-19,0,0,0
"29651","New Zealand","cook islands",2020-12-20,0,0,0
"29740","New Zealand","cook islands",2020-12-21,0,0,0
"29829","New Zealand","cook islands",2020-12-22,0,0,0
"29918","New Zealand","cook islands",2020-12-23,0,0,0
"30007","New Zealand","cook islands",2020-12-24,0,0,0
"30096","New Zealand","cook islands",2020-12-25,0,0,0
"30185","New Zealand","cook islands",2020-12-26,0,0,0
"30274","New Zealand","cook islands",2020-12-27,0,0,0
"30363","New Zealand","cook islands",2020-12-28,0,0,0
"30452","New Zealand","cook islands",2020-12-29,0,0,0
"30541","New Zealand","cook islands",2020-12-30,0,0,0
"30630","New Zealand","cook islands",2020-12-31,0,0,0
"30719","New Zealand","cook islands",2021-01-01,0,0,0
"30808","New Zealand","cook islands",2021-01-02,0,0,0
"30897","New Zealand","cook islands",2021-01-03,0,0,0
"30986","New Zealand","cook islands",2021-01-04,0,0,0
"31075","New Zealand","cook islands",2021-01-05,0,0,0
"31164","New Zealand","cook islands",2021-01-06,0,0,0
"31253","New Zealand","cook islands",2021-01-07,0,0,0
"31342","New Zealand","cook islands",2021-01-08,0,0,0
"31431","New Zealand","cook islands",2021-01-09,0,0,0
"31520","New Zealand","cook islands",2021-01-10,0,0,0
"31609","New Zealand","cook islands",2021-01-11,0,0,0
"31698","New Zealand","cook islands",2021-01-12,0,0,0
"31787","New Zealand","cook islands",2021-01-13,0,0,0
"31876","New Zealand","cook islands",2021-01-14,0,0,0
"31965","New Zealand","cook islands",2021-01-15,0,0,0
"32054","New Zealand","cook islands",2021-01-16,0,0,0
"32143","New Zealand","cook islands",2021-01-17,0,0,0
"32232","New Zealand","cook islands",2021-01-18,0,0,0
"32321","New Zealand","cook islands",2021-01-19,0,0,0
"32410","New Zealand","cook islands",2021-01-20,0,0,0
"32499","New Zealand","cook islands",2021-01-21,0,0,0
"32588","New Zealand","cook islands",2021-01-22,0,0,0
"32677","New Zealand","cook islands",2021-01-23,0,0,0
"32766","New Zealand","cook islands",2021-01-24,0,0,0
"32855","New Zealand","cook islands",2021-01-25,0,0,0
"32944","New Zealand","cook islands",2021-01-26,0,0,0
"33033","New Zealand","cook islands",2021-01-27,0,0,0
"33122","New Zealand","cook islands",2021-01-28,0,0,0
"33211","New Zealand","cook islands",2021-01-29,0,0,0
"33300","New Zealand","cook islands",2021-01-30,0,0,0
"33389","New Zealand","cook islands",2021-01-31,0,0,0
"33478","New Zealand","cook islands",2021-02-01,0,0,0
"33567","New Zealand","cook islands",2021-02-02,0,0,0
"33656","New Zealand","cook islands",2021-02-03,0,0,0
"33745","New Zealand","cook islands",2021-02-04,0,0,0
"33834","New Zealand","cook islands",2021-02-05,0,0,0
"33923","New Zealand","cook islands",2021-02-06,0,0,0
"34012","New Zealand","cook islands",2021-02-07,0,0,0
"34101","New Zealand","cook islands",2021-02-08,0,0,0
"34190","New Zealand","cook islands",2021-02-09,0,0,0
"34279","New Zealand","cook islands",2021-02-10,0,0,0
"34368","New Zealand","cook islands",2021-02-11,0,0,0
"34457","New Zealand","cook islands",2021-02-12,0,0,0
"34546","New Zealand","cook islands",2021-02-13,0,0,0
"34635","New Zealand","cook islands",2021-02-14,0,0,0
"34724","New Zealand","cook islands",2021-02-15,0,0,0
"34813","New Zealand","cook islands",2021-02-16,0,0,0
"34902","New Zealand","cook islands",2021-02-17,0,0,0
"34991","New Zealand","cook islands",2021-02-18,0,0,0
"35080","New Zealand","cook islands",2021-02-19,0,0,0
"35169","New Zealand","cook islands",2021-02-20,0,0,0
"35258","New Zealand","cook islands",2021-02-21,0,0,0
"35347","New Zealand","cook islands",2021-02-22,0,0,0
"35436","New Zealand","cook islands",2021-02-23,0,0,0
"35525","New Zealand","cook islands",2021-02-24,0,0,0
"35614","New Zealand","cook islands",2021-02-25,0,0,0
"35703","New Zealand","cook islands",2021-02-26,0,0,0
"35792","New Zealand","cook islands",2021-02-27,0,0,0
"35881","New Zealand","cook islands",2021-02-28,0,0,0
"35970","New Zealand","cook islands",2021-03-01,0,0,0
"36059","New Zealand","cook islands",2021-03-02,0,0,0
"36148","New Zealand","cook islands",2021-03-03,0,0,0
"36237","New Zealand","cook islands",2021-03-04,0,0,0
"36326","New Zealand","cook islands",2021-03-05,0,0,0
"36415","New Zealand","cook islands",2021-03-06,0,0,0
"36504","New Zealand","cook islands",2021-03-07,0,0,0
"36593","New Zealand","cook islands",2021-03-08,0,0,0
"36682","New Zealand","cook islands",2021-03-09,0,0,0
"36771","New Zealand","cook islands",2021-03-10,0,0,0
"36860","New Zealand","cook islands",2021-03-11,0,0,0
"36949","New Zealand","cook islands",2021-03-12,0,0,0
"37038","New Zealand","cook islands",2021-03-13,0,0,0
"37127","New Zealand","cook islands",2021-03-14,0,0,0
"37216","New Zealand","cook islands",2021-03-15,0,0,0
"37305","New Zealand","cook islands",2021-03-16,0,0,0
"37394","New Zealand","cook islands",2021-03-17,0,0,0
"37483","New Zealand","cook islands",2021-03-18,0,0,0
"37572","New Zealand","cook islands",2021-03-19,0,0,0
"37661","New Zealand","cook islands",2021-03-20,0,0,0
"37750","New Zealand","cook islands",2021-03-21,0,0,0
"37839","New Zealand","cook islands",2021-03-22,0,0,0
"37928","New Zealand","cook islands",2021-03-23,0,0,0
"38017","New Zealand","cook islands",2021-03-24,0,0,0
"38106","New Zealand","cook islands",2021-03-25,0,0,0
"38195","New Zealand","cook islands",2021-03-26,0,0,0
"38284","New Zealand","cook islands",2021-03-27,0,0,0
"38373","New Zealand","cook islands",2021-03-28,0,0,0
"38462","New Zealand","cook islands",2021-03-29,0,0,0
"38551","New Zealand","cook islands",2021-03-30,0,0,0
"38640","New Zealand","cook islands",2021-03-31,0,0,0
"38729","New Zealand","cook islands",2021-04-01,0,0,0
"38818","New Zealand","cook islands",2021-04-02,0,0,0
"38907","New Zealand","cook islands",2021-04-03,0,0,0
"38996","New Zealand","cook islands",2021-04-04,0,0,0
"39085","New Zealand","cook islands",2021-04-05,0,0,0
"39174","New Zealand","cook islands",2021-04-06,0,0,0
"39263","New Zealand","cook islands",2021-04-07,0,0,0
"39352","New Zealand","cook islands",2021-04-08,0,0,0
"39441","New Zealand","cook islands",2021-04-09,0,0,0
"39530","New Zealand","cook islands",2021-04-10,0,0,0
"39619","New Zealand","cook islands",2021-04-11,0,0,0
"39708","New Zealand","cook islands",2021-04-12,0,0,0
"39797","New Zealand","cook islands",2021-04-13,0,0,0
"39886","New Zealand","cook islands",2021-04-14,0,0,0
"39975","New Zealand","cook islands",2021-04-15,0,0,0
"40064","New Zealand","cook islands",2021-04-16,0,0,0
"40153","New Zealand","cook islands",2021-04-17,0,0,0
"40242","New Zealand","cook islands",2021-04-18,0,0,0
"40331","New Zealand","cook islands",2021-04-19,0,0,0
"40420","New Zealand","cook islands",2021-04-20,0,0,0
"40509","New Zealand","cook islands",2021-04-21,0,0,0
"40598","New Zealand","cook islands",2021-04-22,0,0,0
"40687","New Zealand","cook islands",2021-04-23,0,0,0
"40776","New Zealand","cook islands",2021-04-24,0,0,0
"40865","New Zealand","cook islands",2021-04-25,0,0,0
"40954","New Zealand","cook islands",2021-04-26,0,0,0
"41043","New Zealand","cook islands",2021-04-27,0,0,0
"41132","New Zealand","cook islands",2021-04-28,0,0,0
"41221","New Zealand","cook islands",2021-04-29,0,0,0
"41310","New Zealand","cook islands",2021-04-30,0,0,0
"41399","New Zealand","cook islands",2021-05-01,0,0,0
"41488","New Zealand","cook islands",2021-05-02,0,0,0
"41577","New Zealand","cook islands",2021-05-03,0,0,0
"41666","New Zealand","cook islands",2021-05-04,0,0,0
"41755","New Zealand","cook islands",2021-05-05,0,0,0
"41844","New Zealand","cook islands",2021-05-06,0,0,0
"41933","New Zealand","cook islands",2021-05-07,0,0,0
"42022","New Zealand","cook islands",2021-05-08,0,0,0
"42111","New Zealand","cook islands",2021-05-09,0,0,0
"42200","New Zealand","cook islands",2021-05-10,0,0,0
"42289","New Zealand","cook islands",2021-05-11,0,0,0
"42378","New Zealand","cook islands",2021-05-12,0,0,0
"42467","New Zealand","cook islands",2021-05-13,0,0,0
"42556","New Zealand","cook islands",2021-05-14,0,0,0
"42645","New Zealand","cook islands",2021-05-15,0,0,0
"42734","New Zealand","cook islands",2021-05-16,0,0,0
"42823","New Zealand","cook islands",2021-05-17,0,0,0
"42912","New Zealand","cook islands",2021-05-18,0,0,0
"43001","New Zealand","cook islands",2021-05-19,0,0,0
"43090","New Zealand","cook islands",2021-05-20,0,0,0
"43179","New Zealand","cook islands",2021-05-21,1,0,0
"43268","New Zealand","cook islands",2021-05-22,1,0,0
"43357","New Zealand","cook islands",2021-05-23,1,0,0
"43446","New Zealand","cook islands",2021-05-24,1,0,0
"43535","New Zealand","cook islands",2021-05-25,1,0,0
"43624","New Zealand","cook islands",2021-05-26,1,0,0
"43713","New Zealand","cook islands",2021-05-27,1,0,0
"43802","New Zealand","cook islands",2021-05-28,1,0,0
"43891","New Zealand","cook islands",2021-05-29,1,0,0
"43980","New Zealand","cook islands",2021-05-30,1,0,0
"44069","New Zealand","cook islands",2021-05-31,1,0,0
"44158","New Zealand","cook islands",2021-06-01,1,0,0
"44247","New Zealand","cook islands",2021-06-02,1,0,0
"44336","New Zealand","cook islands",2021-06-03,1,0,0
"44425","New Zealand","cook islands",2021-06-04,1,0,0
"44514","New Zealand","cook islands",2021-06-05,1,0,0
"44603","New Zealand","cook islands",2021-06-06,1,0,0
"44692","New Zealand","cook islands",2021-06-07,1,0,0
"44781","New Zealand","cook islands",2021-06-08,1,0,0
"44870","New Zealand","cook islands",2021-06-09,1,0,0
"44959","New Zealand","cook islands",2021-06-10,1,0,0
"45048","New Zealand","cook islands",2021-06-11,1,0,0
"45137","New Zealand","cook islands",2021-06-12,1,0,0
"45226","New Zealand","cook islands",2021-06-13,1,0,0
"45315","New Zealand","cook islands",2021-06-14,1,0,0
"45404","New Zealand","cook islands",2021-06-15,1,0,0
"45493","New Zealand","cook islands",2021-06-16,1,0,0
