"country","province","date","cases","deaths","recovered"
"30554","China","guangdong",2020-12-30,2044,8,2008
"30555","China","guangxi",2020-12-30,264,2,261
"30557","China","guizhou",2020-12-30,147,2,145
"30558","China","hainan",2020-12-30,171,6,165
"30559","China","hebei",2020-12-30,373,6,367
"30560","China","heilongjiang",2020-12-30,964,13,942
"30561","China","henan",2020-12-30,1299,22,1270
"30562","China","hong kong",2020-12-30,8778,146,7722
"30563","China","hubei",2020-12-30,68149,4512,63637
"30564","China","hunan",2020-12-30,1021,4,1016
"30565","China","inner mongolia",2020-12-30,364,1,340
"30568","China","jiangsu",2020-12-30,684,0,682
"30569","China","jiangxi",2020-12-30,935,1,934
"30570","China","jilin",2020-12-30,157,2,155
"30571","China","liaoning",2020-12-30,347,2,287
"30572","China","macau",2020-12-30,46,0,46
"30581","China","ningxia",2020-12-30,75,0,75
"30588","China","qinghai",2020-12-30,18,0,18
"30597","China","shaanxi",2020-12-30,506,3,489
"30598","China","shandong",2020-12-30,862,7,846
"30599","China","shanghai",2020-12-30,1511,7,1405
"30600","China","shanxi",2020-12-30,224,0,221
"30601","China","sichuan",2020-12-30,853,3,817
"30606","China","tianjin",2020-12-30,309,3,300
"30607","China","tibet",2020-12-30,1,0,1
"30609","China","unknown",2020-12-30,6605,0,0
"30613","China","xinjiang",2020-12-30,980,3,977
"30615","China","yunnan",2020-12-30,229,2,214
"30616","China","zhejiang",2020-12-30,1306,1,1293
"30619","China","anhui",2020-12-31,993,6,986
"30622","China","beijing",2020-12-31,987,9,944
"30629","China","chongqing",2020-12-31,590,6,584
"30637","China","fujian",2020-12-31,513,1,488
"30638","China","gansu",2020-12-31,182,2,180
"30643","China","guangdong",2020-12-31,2046,8,2010
"30644","China","guangxi",2020-12-31,264,2,261
"30646","China","guizhou",2020-12-31,147,2,145
"30647","China","hainan",2020-12-31,171,6,165
"30648","China","hebei",2020-12-31,373,6,367
"30649","China","heilongjiang",2020-12-31,964,13,942
"30650","China","henan",2020-12-31,1299,22,1270
"30651","China","hong kong",2020-12-31,8846,148,7813
"30652","China","hubei",2020-12-31,68149,4512,63637
"30653","China","hunan",2020-12-31,1021,4,1016
"30654","China","inner mongolia",2020-12-31,364,1,340
"30657","China","jiangsu",2020-12-31,684,0,682
"30658","China","jiangxi",2020-12-31,935,1,934
"30659","China","jilin",2020-12-31,157,2,155
"30660","China","liaoning",2020-12-31,351,2,287
"30661","China","macau",2020-12-31,46,0,46
"30670","China","ningxia",2020-12-31,75,0,75
"30677","China","qinghai",2020-12-31,18,0,18
"30686","China","shaanxi",2020-12-31,507,3,490
"30687","China","shandong",2020-12-31,862,7,847
"30688","China","shanghai",2020-12-31,1516,7,1412
"30689","China","shanxi",2020-12-31,224,0,221
"30690","China","sichuan",2020-12-31,853,3,822
"30695","China","tianjin",2020-12-31,309,3,300
"30696","China","tibet",2020-12-31,1,0,1
"30698","China","unknown",2020-12-31,6608,0,0
"30702","China","xinjiang",2020-12-31,980,3,977
"30704","China","yunnan",2020-12-31,230,2,215
"30705","China","zhejiang",2020-12-31,1306,1,1293
"30708","China","anhui",2021-01-01,993,6,986
"30711","China","beijing",2021-01-01,988,9,944
"30718","China","chongqing",2021-01-01,590,6,584
"30726","China","fujian",2021-01-01,513,1,488
"30727","China","gansu",2021-01-01,182,2,180
"30732","China","guangdong",2021-01-01,2046,8,2011
"30733","China","guangxi",2021-01-01,264,2,261
"30735","China","guizhou",2021-01-01,147,2,145
"30736","China","hainan",2021-01-01,171,6,165
"30737","China","hebei",2021-01-01,373,6,367
"30738","China","heilongjiang",2021-01-01,964,13,942
"30739","China","henan",2021-01-01,1299,22,1270
"30740","China","hong kong",2021-01-01,8888,149,7912
"30741","China","hubei",2021-01-01,68149,4512,63637
"30742","China","hunan",2021-01-01,1021,4,1016
"30743","China","inner mongolia",2021-01-01,364,1,340
"30746","China","jiangsu",2021-01-01,684,0,682
"30747","China","jiangxi",2021-01-01,935,1,934
"30748","China","jilin",2021-01-01,157,2,155
"30749","China","liaoning",2021-01-01,359,2,287
"30750","China","macau",2021-01-01,46,0,46
"30759","China","ningxia",2021-01-01,75,0,75
"30766","China","qinghai",2021-01-01,18,0,18
"30775","China","shaanxi",2021-01-01,508,3,490
"30776","China","shandong",2021-01-01,863,7,847
"30777","China","shanghai",2021-01-01,1520,7,1420
"30778","China","shanxi",2021-01-01,224,0,221
"30779","China","sichuan",2021-01-01,853,3,822
"30784","China","tianjin",2021-01-01,312,3,300
"30785","China","tibet",2021-01-01,1,0,1
"30787","China","unknown",2021-01-01,6626,0,0
"30791","China","xinjiang",2021-01-01,980,3,977
"30793","China","yunnan",2021-01-01,230,2,215
"30794","China","zhejiang",2021-01-01,1306,1,1293
"30797","China","anhui",2021-01-02,993,6,986
"30800","China","beijing",2021-01-02,990,9,944
"30807","China","chongqing",2021-01-02,590,6,584
"30815","China","fujian",2021-01-02,516,1,488
"30816","China","gansu",2021-01-02,182,2,180
"30821","China","guangdong",2021-01-02,2051,8,2012
"30822","China","guangxi",2021-01-02,264,2,261
"30824","China","guizhou",2021-01-02,147,2,145
"30825","China","hainan",2021-01-02,171,6,165
"30826","China","hebei",2021-01-02,374,6,367
"30827","China","heilongjiang",2021-01-02,968,13,945
"30828","China","henan",2021-01-02,1299,22,1270
"30829","China","hong kong",2021-01-02,8923,150,7968
"30830","China","hubei",2021-01-02,68149,4512,63637
"30831","China","hunan",2021-01-02,1021,4,1016
"30832","China","inner mongolia",2021-01-02,365,1,341
"30835","China","jiangsu",2021-01-02,684,0,682
"30836","China","jiangxi",2021-01-02,935,1,934
"30837","China","jilin",2021-01-02,157,2,155
"30838","China","liaoning",2021-01-02,362,2,287
"30839","China","macau",2021-01-02,46,0,46
"30848","China","ningxia",2021-01-02,75,0,75
"30855","China","qinghai",2021-01-02,18,0,18
"30864","China","shaanxi",2021-01-02,510,3,490
"30865","China","shandong",2021-01-02,863,7,848
"30866","China","shanghai",2021-01-02,1526,7,1424
"30867","China","shanxi",2021-01-02,224,0,221
"30868","China","sichuan",2021-01-02,853,3,824
"30873","China","tianjin",2021-01-02,313,3,300
"30874","China","tibet",2021-01-02,1,0,1
"30876","China","unknown",2021-01-02,6645,0,0
"30880","China","xinjiang",2021-01-02,980,3,977
"30882","China","yunnan",2021-01-02,230,2,215
"30883","China","zhejiang",2021-01-02,1306,1,1293
"30886","China","anhui",2021-01-03,993,6,986
"30889","China","beijing",2021-01-03,992,9,944
"30896","China","chongqing",2021-01-03,590,6,584
"30904","China","fujian",2021-01-03,517,1,489
"30905","China","gansu",2021-01-03,182,2,180
"30910","China","guangdong",2021-01-03,2053,8,2012
"30911","China","guangxi",2021-01-03,264,2,261
"30913","China","guizhou",2021-01-03,147,2,145
"30914","China","hainan",2021-01-03,171,6,165
"30915","China","hebei",2021-01-03,378,6,367
"30916","China","heilongjiang",2021-01-03,969,13,946
"30917","China","henan",2021-01-03,1299,22,1270
"30918","China","hong kong",2021-01-03,8964,150,8011
"30919","China","hubei",2021-01-03,68149,4512,63637
"30920","China","hunan",2021-01-03,1021,4,1016
"30921","China","inner mongolia",2021-01-03,366,1,345
"30924","China","jiangsu",2021-01-03,684,0,683
"30925","China","jiangxi",2021-01-03,935,1,934
"30926","China","jilin",2021-01-03,157,2,155
"30927","China","liaoning",2021-01-03,369,2,290
"30928","China","macau",2021-01-03,46,0,46
"30937","China","ningxia",2021-01-03,75,0,75
"30944","China","qinghai",2021-01-03,18,0,18
"30953","China","shaanxi",2021-01-03,516,3,490
"30954","China","shandong",2021-01-03,863,7,848
"30955","China","shanghai",2021-01-03,1530,7,1429
"30956","China","shanxi",2021-01-03,225,0,221
"30957","China","sichuan",2021-01-03,856,3,826
"30962","China","tianjin",2021-01-03,314,3,300
"30963","China","tibet",2021-01-03,1,0,1
"30965","China","unknown",2021-01-03,6648,0,0
"30969","China","xinjiang",2021-01-03,980,3,977
"30971","China","yunnan",2021-01-03,230,2,215
"30972","China","zhejiang",2021-01-03,1306,1,1293
"30975","China","anhui",2021-01-04,993,6,986
"30978","China","beijing",2021-01-04,993,9,944
"30985","China","chongqing",2021-01-04,590,6,584
"30993","China","fujian",2021-01-04,518,1,490
"30994","China","gansu",2021-01-04,182,2,180
"30999","China","guangdong",2021-01-04,2057,8,2014
"31000","China","guangxi",2021-01-04,264,2,261
"31002","China","guizhou",2021-01-04,147,2,145
"31003","China","hainan",2021-01-04,171,6,165
"31004","China","hebei",2021-01-04,392,6,367
"31005","China","heilongjiang",2021-01-04,969,13,948
"31006","China","henan",2021-01-04,1300,22,1270
"31007","China","hong kong",2021-01-04,9017,151,8055
"31008","China","hubei",2021-01-04,68149,4512,63637
"31009","China","hunan",2021-01-04,1021,4,1016
"31010","China","inner mongolia",2021-01-04,366,1,345
"31013","China","jiangsu",2021-01-04,685,0,683
"31014","China","jiangxi",2021-01-04,935,1,934
"31015","China","jilin",2021-01-04,157,2,155
"31016","China","liaoning",2021-01-04,372,2,292
"31017","China","macau",2021-01-04,46,0,46
"31026","China","ningxia",2021-01-04,75,0,75
"31033","China","qinghai",2021-01-04,18,0,18
"31042","China","shaanxi",2021-01-04,516,3,491
"31043","China","shandong",2021-01-04,863,7,848
"31044","China","shanghai",2021-01-04,1536,7,1429
"31045","China","shanxi",2021-01-04,225,0,222
"31046","China","sichuan",2021-01-04,857,3,826
"31051","China","tianjin",2021-01-04,315,3,300
"31052","China","tibet",2021-01-04,1,0,1
"31054","China","unknown",2021-01-04,6684,0,0
"31058","China","xinjiang",2021-01-04,980,3,977
"31060","China","yunnan",2021-01-04,230,2,216
"31061","China","zhejiang",2021-01-04,1306,1,1293
"31064","China","anhui",2021-01-05,993,6,986
"31067","China","beijing",2021-01-05,994,9,945
"31074","China","chongqing",2021-01-05,590,6,584
"31082","China","fujian",2021-01-05,518,1,493
"31083","China","gansu",2021-01-05,182,2,180
"31088","China","guangdong",2021-01-05,2060,8,2015
"31089","China","guangxi",2021-01-05,264,2,261
"31091","China","guizhou",2021-01-05,147,2,145
"31092","China","hainan",2021-01-05,171,6,165
"31093","China","hebei",2021-01-05,412,6,367
"31094","China","heilongjiang",2021-01-05,970,13,949
"31095","China","henan",2021-01-05,1300,22,1271
"31096","China","hong kong",2021-01-05,9049,153,8127
"31097","China","hubei",2021-01-05,68149,4512,63637
"31098","China","hunan",2021-01-05,1021,4,1016
"31099","China","inner mongolia",2021-01-05,366,1,345
"31102","China","jiangsu",2021-01-05,685,0,684
"31103","China","jiangxi",2021-01-05,935,1,934
"31104","China","jilin",2021-01-05,157,2,155
"31105","China","liaoning",2021-01-05,373,2,294
"31106","China","macau",2021-01-05,46,0,46
"31115","China","ningxia",2021-01-05,75,0,75
"31122","China","qinghai",2021-01-05,18,0,18
"31131","China","shaanxi",2021-01-05,519,3,491
"31132","China","shandong",2021-01-05,863,7,848
"31133","China","shanghai",2021-01-05,1538,7,1437
"31134","China","shanxi",2021-01-05,225,0,222
"31135","China","sichuan",2021-01-05,857,3,828
"31140","China","tianjin",2021-01-05,316,3,301
"31141","China","tibet",2021-01-05,1,0,1
"31143","China","unknown",2021-01-05,6716,0,0
"31147","China","xinjiang",2021-01-05,980,3,977
"31149","China","yunnan",2021-01-05,230,2,216
"31150","China","zhejiang",2021-01-05,1306,1,1293
"31153","China","anhui",2021-01-06,993,6,986
"31156","China","beijing",2021-01-06,994,9,947
"31163","China","chongqing",2021-01-06,590,6,584
"31171","China","fujian",2021-01-06,518,1,494
"31172","China","gansu",2021-01-06,182,2,180
"31177","China","guangdong",2021-01-06,2062,8,2018
"31178","China","guangxi",2021-01-06,264,2,261
"31180","China","guizhou",2021-01-06,147,2,145
"31181","China","hainan",2021-01-06,171,6,165
"31182","China","hebei",2021-01-06,465,6,367
"31183","China","heilongjiang",2021-01-06,970,13,949
"31184","China","henan",2021-01-06,1300,22,1271
"31185","China","hong kong",2021-01-06,9074,154,8201
"31186","China","hubei",2021-01-06,68149,4512,63637
"31187","China","hunan",2021-01-06,1021,4,1016
"31188","China","inner mongolia",2021-01-06,366,1,346
"31191","China","jiangsu",2021-01-06,685,0,684
"31192","China","jiangxi",2021-01-06,935,1,934
"31193","China","jilin",2021-01-06,157,2,155
"31194","China","liaoning",2021-01-06,374,2,300
"31195","China","macau",2021-01-06,46,0,46
"31204","China","ningxia",2021-01-06,75,0,75
"31211","China","qinghai",2021-01-06,18,0,18
"31220","China","shaanxi",2021-01-06,521,3,493
"31221","China","shandong",2021-01-06,863,7,851
"31222","China","shanghai",2021-01-06,1543,7,1439
"31223","China","shanxi",2021-01-06,225,0,222
"31224","China","sichuan",2021-01-06,857,3,828
"31229","China","tianjin",2021-01-06,316,3,301
"31230","China","tibet",2021-01-06,1,0,1
"31232","China","unknown",2021-01-06,6772,0,0
"31236","China","xinjiang",2021-01-06,980,3,977
"31238","China","yunnan",2021-01-06,230,2,216
"31239","China","zhejiang",2021-01-06,1306,1,1293
"31242","China","anhui",2021-01-07,993,6,986
"31245","China","beijing",2021-01-07,995,9,947
"31252","China","chongqing",2021-01-07,590,6,584
"31260","China","fujian",2021-01-07,519,1,495
"31261","China","gansu",2021-01-07,182,2,180
"31266","China","guangdong",2021-01-07,2065,8,2020
"31267","China","guangxi",2021-01-07,264,2,261
"31269","China","guizhou",2021-01-07,147,2,145
"31270","China","hainan",2021-01-07,171,6,165
"31271","China","hebei",2021-01-07,498,6,367
"31272","China","heilongjiang",2021-01-07,971,13,949
"31273","China","henan",2021-01-07,1301,22,1273
"31274","China","hong kong",2021-01-07,9107,154,8258
"31275","China","hubei",2021-01-07,68149,4512,63637
"31276","China","hunan",2021-01-07,1022,4,1016
"31277","China","inner mongolia",2021-01-07,366,1,346
"31280","China","jiangsu",2021-01-07,686,0,684
"31281","China","jiangxi",2021-01-07,935,1,934
"31282","China","jilin",2021-01-07,157,2,155
"31283","China","liaoning",2021-01-07,377,2,304
"31284","China","macau",2021-01-07,46,0,46
"31293","China","ningxia",2021-01-07,75,0,75
"31300","China","qinghai",2021-01-07,18,0,18
"31309","China","shaanxi",2021-01-07,521,3,494
"31310","China","shandong",2021-01-07,863,7,852
"31311","China","shanghai",2021-01-07,1551,7,1442
"31312","China","shanxi",2021-01-07,225,0,222
"31313","China","sichuan",2021-01-07,857,3,829
"31318","China","tianjin",2021-01-07,316,3,302
"31319","China","tibet",2021-01-07,1,0,1
"31321","China","unknown",2021-01-07,6847,0,0
"31325","China","xinjiang",2021-01-07,980,3,977
"31327","China","yunnan",2021-01-07,230,2,218
"31328","China","zhejiang",2021-01-07,1306,1,1296
"31331","China","anhui",2021-01-08,993,6,986
"31334","China","beijing",2021-01-08,995,9,948
"31341","China","chongqing",2021-01-08,590,6,584
"31349","China","fujian",2021-01-08,520,1,495
"31350","China","gansu",2021-01-08,182,2,180
"31355","China","guangdong",2021-01-08,2067,8,2022
"31356","China","guangxi",2021-01-08,264,2,261
"31358","China","guizhou",2021-01-08,147,2,145
"31359","China","hainan",2021-01-08,171,6,165
"31360","China","hebei",2021-01-08,512,6,367
"31361","China","heilongjiang",2021-01-08,971,13,949
"31362","China","henan",2021-01-08,1301,22,1273
"31363","China","hong kong",2021-01-08,9152,155,8307
"31364","China","hubei",2021-01-08,68149,4512,63637
"31365","China","hunan",2021-01-08,1022,4,1017
"31366","China","inner mongolia",2021-01-08,366,1,348
"31369","China","jiangsu",2021-01-08,687,0,684
"31370","China","jiangxi",2021-01-08,935,1,934
"31371","China","jilin",2021-01-08,157,2,155
"31372","China","liaoning",2021-01-08,384,2,306
"31373","China","macau",2021-01-08,46,0,46
"31382","China","ningxia",2021-01-08,75,0,75
"31389","China","qinghai",2021-01-08,18,0,18
"31398","China","shaanxi",2021-01-08,521,3,494
"31399","China","shandong",2021-01-08,864,7,852
"31400","China","shanghai",2021-01-08,1558,7,1446
"31401","China","shanxi",2021-01-08,225,0,223
"31402","China","sichuan",2021-01-08,857,3,830
"31407","China","tianjin",2021-01-08,316,3,303
"31408","China","tibet",2021-01-08,1,0,1
"31410","China","unknown",2021-01-08,6899,0,0
"31414","China","xinjiang",2021-01-08,980,3,977
"31416","China","yunnan",2021-01-08,230,2,219
"31417","China","zhejiang",2021-01-08,1306,1,1296
"31420","China","anhui",2021-01-09,993,6,986
"31423","China","beijing",2021-01-09,996,9,950
"31430","China","chongqing",2021-01-09,590,6,584
"31438","China","fujian",2021-01-09,526,1,497
"31439","China","gansu",2021-01-09,182,2,180
"31444","China","guangdong",2021-01-09,2068,8,2022
"31445","China","guangxi",2021-01-09,264,2,261
"31447","China","guizhou",2021-01-09,147,2,145
"31448","China","hainan",2021-01-09,171,6,165
"31449","China","hebei",2021-01-09,558,6,367
"31450","China","heilongjiang",2021-01-09,971,13,949
"31451","China","henan",2021-01-09,1301,22,1273
"31452","China","hong kong",2021-01-09,9211,157,8374
"31453","China","hubei",2021-01-09,68149,4512,63637
"31454","China","hunan",2021-01-09,1022,4,1017
"31455","China","inner mongolia",2021-01-09,366,1,349
"31458","China","jiangsu",2021-01-09,687,0,684
"31459","China","jiangxi",2021-01-09,935,1,934
"31460","China","jilin",2021-01-09,157,2,155
"31461","China","liaoning",2021-01-09,387,2,312
"31462","China","macau",2021-01-09,46,0,46
"31471","China","ningxia",2021-01-09,75,0,75
"31478","China","qinghai",2021-01-09,18,0,18
"31487","China","shaanxi",2021-01-09,522,3,497
"31488","China","shandong",2021-01-09,864,7,852
"31489","China","shanghai",2021-01-09,1562,7,1449
"31490","China","shanxi",2021-01-09,226,0,223
"31491","China","sichuan",2021-01-09,857,3,833
"31496","China","tianjin",2021-01-09,320,3,303
"31497","China","tibet",2021-01-09,1,0,1
"31499","China","unknown",2021-01-09,6936,0,0
"31503","China","xinjiang",2021-01-09,980,3,977
"31505","China","yunnan",2021-01-09,230,2,219
"31506","China","zhejiang",2021-01-09,1308,1,1296
"31509","China","anhui",2021-01-10,993,6,987
"31512","China","beijing",2021-01-10,997,9,951
"31519","China","chongqing",2021-01-10,590,6,584
"31527","China","fujian",2021-01-10,527,1,497
"31528","China","gansu",2021-01-10,182,2,180
"31533","China","guangdong",2021-01-10,2075,8,2024
"31534","China","guangxi",2021-01-10,264,2,261
"31536","China","guizhou",2021-01-10,147,2,145
"31537","China","hainan",2021-01-10,171,6,165
"31538","China","hebei",2021-01-10,640,6,367
"31539","China","heilongjiang",2021-01-10,971,13,949
"31540","China","henan",2021-01-10,1301,22,1273
"31541","China","hong kong",2021-01-10,9242,158,8423
"31542","China","hubei",2021-01-10,68149,4512,63637
"31543","China","hunan",2021-01-10,1022,4,1017
"31544","China","inner mongolia",2021-01-10,366,1,349
"31547","China","jiangsu",2021-01-10,687,0,684
"31548","China","jiangxi",2021-01-10,935,1,934
"31549","China","jilin",2021-01-10,157,2,155
"31550","China","liaoning",2021-01-10,393,2,314
"31551","China","macau",2021-01-10,46,0,46
"31560","China","ningxia",2021-01-10,75,0,75
"31567","China","qinghai",2021-01-10,18,0,18
"31576","China","shaanxi",2021-01-10,523,3,498
"31577","China","shandong",2021-01-10,864,7,852
"31578","China","shanghai",2021-01-10,1564,7,1457
"31579","China","shanxi",2021-01-10,226,0,224
"31580","China","sichuan",2021-01-10,857,3,835
"31585","China","tianjin",2021-01-10,322,3,303
"31586","China","tibet",2021-01-10,1,0,1
"31588","China","unknown",2021-01-10,6930,0,0
"31592","China","xinjiang",2021-01-10,980,3,977
"31594","China","yunnan",2021-01-10,231,2,219
"31595","China","zhejiang",2021-01-10,1308,1,1296
"31598","China","anhui",2021-01-11,993,6,987
"31601","China","beijing",2021-01-11,998,9,951
"31608","China","chongqing",2021-01-11,590,6,584
"31616","China","fujian",2021-01-11,528,1,498
"31617","China","gansu",2021-01-11,182,2,180
"31622","China","guangdong",2021-01-11,2076,8,2025
"31623","China","guangxi",2021-01-11,264,2,261
"31625","China","guizhou",2021-01-11,147,2,145
"31626","China","hainan",2021-01-11,171,6,165
"31627","China","hebei",2021-01-11,680,6,367
"31628","China","heilongjiang",2021-01-11,972,13,949
"31629","China","henan",2021-01-11,1302,22,1273
"31630","China","hong kong",2021-01-11,9283,158,8468
"31631","China","hubei",2021-01-11,68149,4512,63637
"31632","China","hunan",2021-01-11,1022,4,1017
"31633","China","inner mongolia",2021-01-11,366,1,350
"31636","China","jiangsu",2021-01-11,687,0,684
"31637","China","jiangxi",2021-01-11,935,1,934
"31638","China","jilin",2021-01-11,157,2,155
"31639","China","liaoning",2021-01-11,396,2,322
"31640","China","macau",2021-01-11,46,0,46
"31649","China","ningxia",2021-01-11,75,0,75
"31656","China","qinghai",2021-01-11,18,0,18
"31665","China","shaanxi",2021-01-11,524,3,499
"31666","China","shandong",2021-01-11,864,7,853
"31667","China","shanghai",2021-01-11,1568,7,1471
"31668","China","shanxi",2021-01-11,226,0,224
"31669","China","sichuan",2021-01-11,857,3,837
"31674","China","tianjin",2021-01-11,324,3,304
"31675","China","tibet",2021-01-11,1,0,1
"31677","China","unknown",2021-01-11,6975,0,0
"31681","China","xinjiang",2021-01-11,980,3,977
"31683","China","yunnan",2021-01-11,231,2,219
"31684","China","zhejiang",2021-01-11,1308,1,1296
"31687","China","anhui",2021-01-12,993,6,987
"31690","China","beijing",2021-01-12,998,9,951
"31697","China","chongqing",2021-01-12,590,6,584
"31705","China","fujian",2021-01-12,529,1,499
"31706","China","gansu",2021-01-12,182,2,180
"31711","China","guangdong",2021-01-12,2078,8,2028
"31712","China","guangxi",2021-01-12,264,2,261
"31714","China","guizhou",2021-01-12,147,2,145
"31715","China","hainan",2021-01-12,171,6,165
"31716","China","hebei",2021-01-12,770,6,367
"31717","China","heilongjiang",2021-01-12,988,13,950
"31718","China","henan",2021-01-12,1302,22,1273
"31719","China","hong kong",2021-01-12,9343,159,8524
"31720","China","hubei",2021-01-12,68149,4512,63637
"31721","China","hunan",2021-01-12,1022,4,1017
"31722","China","inner mongolia",2021-01-12,366,1,350
"31725","China","jiangsu",2021-01-12,687,0,684
"31726","China","jiangxi",2021-01-12,935,1,934
"31727","China","jilin",2021-01-12,157,2,155
"31728","China","liaoning",2021-01-12,396,2,336
"31729","China","macau",2021-01-12,46,0,46
"31738","China","ningxia",2021-01-12,75,0,75
"31745","China","qinghai",2021-01-12,18,0,18
"31754","China","shaanxi",2021-01-12,524,3,500
"31755","China","shandong",2021-01-12,864,7,853
"31756","China","shanghai",2021-01-12,1573,7,1477
"31757","China","shanxi",2021-01-12,227,0,224
"31758","China","sichuan",2021-01-12,857,3,840
"31763","China","tianjin",2021-01-12,324,3,304
"31764","China","tibet",2021-01-12,1,0,1
"31766","China","unknown",2021-01-12,7051,0,0
"31770","China","xinjiang",2021-01-12,980,3,977
"31772","China","yunnan",2021-01-12,231,2,219
"31773","China","zhejiang",2021-01-12,1308,1,1296
"31776","China","anhui",2021-01-13,993,6,987
"31779","China","beijing",2021-01-13,999,9,951
"31786","China","chongqing",2021-01-13,590,6,584
"31794","China","fujian",2021-01-13,529,1,500
"31795","China","gansu",2021-01-13,182,2,180
"31800","China","guangdong",2021-01-13,2081,8,2030
"31801","China","guangxi",2021-01-13,265,2,261
"31803","China","guizhou",2021-01-13,147,2,145
"31804","China","hainan",2021-01-13,171,6,165
"31805","China","hebei",2021-01-13,851,7,379
"31806","China","heilongjiang",2021-01-13,1031,13,950
"31807","China","henan",2021-01-13,1303,22,1273
"31808","China","hong kong",2021-01-13,9385,161,8584
"31809","China","hubei",2021-01-13,68149,4512,63637
"31810","China","hunan",2021-01-13,1022,4,1017
"31811","China","inner mongolia",2021-01-13,366,1,350
"31814","China","jiangsu",2021-01-13,687,0,684
"31815","China","jiangxi",2021-01-13,935,1,934
"31816","China","jilin",2021-01-13,157,2,155
"31817","China","liaoning",2021-01-13,396,2,343
"31818","China","macau",2021-01-13,46,0,46
"31827","China","ningxia",2021-01-13,75,0,75
"31834","China","qinghai",2021-01-13,18,0,18
"31843","China","shaanxi",2021-01-13,524,3,500
"31844","China","shandong",2021-01-13,864,7,854
"31845","China","shanghai",2021-01-13,1581,7,1481
"31846","China","shanxi",2021-01-13,227,0,224
"31847","China","sichuan",2021-01-13,857,3,844
"31852","China","tianjin",2021-01-13,324,3,305
"31853","China","tibet",2021-01-13,1,0,1
"31855","China","unknown",2021-01-13,7047,0,0
"31859","China","xinjiang",2021-01-13,980,3,977
"31861","China","yunnan",2021-01-13,231,2,223
"31862","China","zhejiang",2021-01-13,1308,1,1296
"31865","China","anhui",2021-01-14,993,6,987
"31868","China","beijing",2021-01-14,999,9,955
"31875","China","chongqing",2021-01-14,590,6,584
"31883","China","fujian",2021-01-14,529,1,503
"31884","China","gansu",2021-01-14,182,2,180
"31889","China","guangdong",2021-01-14,2084,8,2031
"31890","China","guangxi",2021-01-14,266,2,261
"31892","China","guizhou",2021-01-14,147,2,145
"31893","China","hainan",2021-01-14,171,6,165
"31894","China","hebei",2021-01-14,941,7,379
"31895","China","heilongjiang",2021-01-14,1074,13,951
"31896","China","henan",2021-01-14,1303,22,1273
"31897","China","hong kong",2021-01-14,9414,161,8631
"31898","China","hubei",2021-01-14,68149,4512,63637
"31899","China","hunan",2021-01-14,1022,4,1017
"31900","China","inner mongolia",2021-01-14,366,1,350
"31903","China","jiangsu",2021-01-14,688,0,684
"31904","China","jiangxi",2021-01-14,935,1,934
"31905","China","jilin",2021-01-14,157,2,155
"31906","China","liaoning",2021-01-14,396,2,349
"31907","China","macau",2021-01-14,46,0,46
"31916","China","ningxia",2021-01-14,75,0,75
"31923","China","qinghai",2021-01-14,18,0,18
"31932","China","shaanxi",2021-01-14,526,3,500
"31933","China","shandong",2021-01-14,864,7,855
"31934","China","shanghai",2021-01-14,1583,7,1489
"31935","China","shanxi",2021-01-14,227,0,224
"31936","China","sichuan",2021-01-14,858,3,845
"31941","China","tianjin",2021-01-14,324,3,305
"31942","China","tibet",2021-01-14,1,0,1
"31944","China","unknown",2021-01-14,7115,0,0
"31948","China","xinjiang",2021-01-14,980,3,977
"31950","China","yunnan",2021-01-14,231,2,224
"31951","China","zhejiang",2021-01-14,1309,1,1296
"31954","China","anhui",2021-01-15,993,6,987
"31957","China","beijing",2021-01-15,1001,9,957
"31964","China","chongqing",2021-01-15,591,6,584
"31972","China","fujian",2021-01-15,529,1,505
"31973","China","gansu",2021-01-15,182,2,180
"31978","China","guangdong",2021-01-15,2084,8,2032
"31979","China","guangxi",2021-01-15,266,2,261
"31981","China","guizhou",2021-01-15,147,2,145
"31982","China","hainan",2021-01-15,171,6,165
"31983","China","hebei",2021-01-15,1031,7,379
"31984","China","heilongjiang",2021-01-15,1097,13,952
"31985","China","henan",2021-01-15,1303,22,1273
"31986","China","hong kong",2021-01-15,9452,161,8684
"31987","China","hubei",2021-01-15,68149,4512,63637
"31988","China","hunan",2021-01-15,1023,4,1017
"31989","China","inner mongolia",2021-01-15,366,1,350
"31992","China","jiangsu",2021-01-15,688,0,684
"31993","China","jiangxi",2021-01-15,935,1,934
"31994","China","jilin",2021-01-15,157,2,155
"31995","China","liaoning",2021-01-15,396,2,358
"31996","China","macau",2021-01-15,46,0,46
"32005","China","ningxia",2021-01-15,75,0,75
"32012","China","qinghai",2021-01-15,18,0,18
"32021","China","shaanxi",2021-01-15,527,3,501
"32022","China","shandong",2021-01-15,864,7,855
"32023","China","shanghai",2021-01-15,1590,7,1491
"32024","China","shanxi",2021-01-15,227,0,224
"32025","China","sichuan",2021-01-15,860,3,846
"32030","China","tianjin",2021-01-15,327,3,305
"32031","China","tibet",2021-01-15,1,0,1
"32033","China","unknown",2021-01-15,7161,0,0
"32037","China","xinjiang",2021-01-15,980,3,977
"32039","China","yunnan",2021-01-15,231,2,224
"32040","China","zhejiang",2021-01-15,1309,1,1298
"32043","China","anhui",2021-01-16,993,6,987
"32046","China","beijing",2021-01-16,1003,9,958
